Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,560.621505463146,606.694676337726,651.417134470046,637.087099117099,625.054941813938,565.569730408751,522.082215583898,525.469770891619,491.337221382603,496.6025042585,510.787063366811,356.496214115892,357.261152798144
Afghanistan,AFG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Population, total",SP.POP.TOTL,28284089,29347708,30560034,31622704,32792523,33831764,34700612,35688935,36743039,37856121,39068979,40000412,40578842
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,2.93468670173474,3.69150308391849,4.04786256315645,3.41822667584596,3.63251884652008,3.11995924146907,2.53571991833963,2.80833730805469,2.91080959861384,2.98438913621969,3.15360920291972,2.35609779179185,1.43570437048699
Afghanistan,AFG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,327,327,327,327,327,327,327,327,327,327,327,327,327
Afghanistan,AFG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4149.14469936847,4465.70914328865,4280.93316338873,4542.92903556739,4793.59751131525,4199.53912925398,4457.63412207495,5006.36012951959,5897.65452588774,6069.43903131027,6027.91350716348,7242.45513146613,7756.96188744253
Albania,ALB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,1.8,..,3.7,1.1,1.1,1.4,1,0.3,0.3,..,..
Albania,ALB,"Population, total",SP.POP.TOTL,2913021,2905195,2860708,2816902,2773767,2731293,2689469,2648285,2607733,2567801,2528480,2489762,2451636
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.49646196338738,-0.269017331764615,-1.54313670532257,-1.54314471365633,-1.54313753739282,-1.54312006878448,-1.54313470861992,-1.54315156766944,-1.54309991591532,-1.54313709096794,-1.54315589345436,-1.54312080996395,-1.54315667695786
Albania,ALB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485
Albania,ALB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,4912.78585503672,5916.31364364343,6033.64884689543,5979.60138960585,6094.69392314956,4685.05902729002,4424.98529027556,4554.66753957828,4577.21029180491,4468.45341883656,3743.5419522929,4160.55926736925,4960.30334332888
Algeria,DZA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,0,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Population, total",SP.POP.TOTL,36188236,36903376,37646166,38414171,39205031,40019529,40850721,41689299,42505035,43294546,44042091,44761099,45477389
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1.9470588317966,1.9568943735315,1.99280790148967,2.01953115835273,2.03786524232338,2.05624795728459,2.05569111181654,2.03200060784518,1.93780623340147,1.84041291439333,1.71191216459393,1.61936460233826,1.58758210690673
Algeria,DZA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,89,89,89,89,89,89,89,89,89,89,89,89,89
Algeria,DZA,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,10375.1720141957,10383.459331451,11745.4899153958,11813.5022034589,12026.3344929488,12727.4102651386,12843.3342903627,11863.6839452565,12552.0546868861,12886.1359517218,14489.2586563775,15236.1604875571,18017.4589383973
American Samoa,ASM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,55228,54895,54489,54006,53466,52878,52245,51586,50908,50209,49761,49225,48342
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,-0.541732698337665,-0.604780136721016,-0.742342325127959,-0.890369493241287,-1.00492136443654,-1.10585645130594,-1.20431808595042,-1.26938746413556,-1.32302357149178,-1.38257886328442,-0.896274880494128,-1.0829920166826,-1.81008765020754
American Samoa,ASM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,42746.830391567,46657.1495384811,41500.5499988288,42470.3230369366,44369.6712976777,38654.95287916,40129.8385811474,40672.9717424447,42819.7577456133,41257.816459345,37361.1070081615,42425.7066454357,42414.0479861228
Andorra,AND,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,80706,77783,76834,75194,73737,72174,72181,73763,75162,76474,77380,78364,79705
Andorra,AND,Population growth (annual %),SP.POP.GROW,-3.86696538756774,-3.68900236441521,-1.22756477898092,-2.15758099819573,-1.95667320426838,-2.14248382559065,0.00969831319383994,2.16803975005007,1.87885332176802,1.73050296926809,1.17775354895761,1.26362889534188,1.69676808598242
Andorra,AND,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,4101.63715566712,5184.15269149912,5702.45306277434,5688.57916215215,5649.68762469139,3641.72893919944,2051.81462126253,2790.71886869768,2860.0936483682,2493.67884440177,1759.35619918264,2303.90812662776,3682.1131513698
Angola,AGO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,39.3,..,..,..,..
Angola,AGO,"Population, total",SP.POP.TOTL,23294825,24218352,25177394,26165620,27160769,28157798,29183070,30234839,31297155,32375632,33451132,34532429,35635029
Angola,AGO,Population growth (annual %),SP.POP.GROW,3.85109824897149,3.8879459971363,3.88358355528674,3.84998068971631,3.73272806660513,3.60507162233632,3.57644143982026,3.54061221486272,3.45323300897802,3.38788422184303,3.26795864914978,3.18132259995095,3.14302612044601
Angola,AGO,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010
Angola,AGO,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,15217.3950790922,14911.7275084471,15639.8078114787,15051.5113587425,15532.1062063584,16077.6340769406,16556.8551801588,16965.7288273816,18273.4270684912,18896.3721832248,15369.6082250401,17348.6006987182,20105.1989085164
Antigua and Barbuda,ATG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,85320,86332,87260,88064,88765,89409,89969,90468,90926,91364,91846,92349,92840
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,1.35346888620455,1.17914352935743,1.06918387987395,0.917165517536032,0.792860528793727,0.722892009464778,0.624381829779871,0.553103046635761,0.504979187034594,0.480553889847623,0.526173366134419,0.546161676855974,0.530270318994476
Antigua and Barbuda,ATG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030
Antigua and Barbuda,ATG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,10260.1313108254,12704.2831819684,12949.717486654,12963.675773326,12233.1444119186,13679.6264980954,12699.9623137756,14532.5009308511,11752.7998922979,9955.97478680428,8535.59938004389,10738.0179223384,13962.1894087223
Argentina,ARG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1.5,1.2,1.3,1.1,1.1,..,1.3,1.1,1.6,1.7,2.2,1.4,1.3
Argentina,ARG,"Population, total",SP.POP.TOTL,41288694,41730660,42161721,42582455,43024071,43477012,43900313,44288894,44654882,44973465,45191965,45312281,45407904
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.05636332156278,1.06474009749784,1.0276613644946,0.992958989681133,1.0317435786984,1.04725888735726,0.968911125580978,0.881249595012674,0.822969480473088,0.710900853077743,0.484665636741261,0.265879395046274,0.210808731072658
Argentina,ARG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,591,591,591,591,591,591,591,591,591,591,591,591,591
Argentina,ARG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,3041.34450723339,3349.55309771906,3511.56399687426,3680.16692158886,3852.11800610384,3512.39350276709,3524.42476874707,3869.05373867752,4196.00562301769,4597.22887399548,4268.68093304583,4685.17997128509,6571.97445545099
Armenia,ARM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2.9,3.1,2.5,2.9,3.4,2.9,2.5,2.4,2.9,2.4,1.5,2.1,1.9
Armenia,ARM,"Population, total",SP.POP.TOTL,3044800,3027900,3024100,3022000,3013800,3004600,2992300,2979400,2969000,2962500,2961500,2962300,2969200
Armenia,ARM,Population growth (annual %),SP.POP.GROW,-0.693856288987436,-0.556590762896162,-0.125578337719131,-0.0694662703047376,-0.271712284863074,-0.305729335573084,-0.410212518071397,-0.432038450211669,-0.349674218173286,-0.219168932037313,-0.0337609726366775,0.0270096898904032,0.2326562627468
Armenia,ARM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,562,562,562,562,562,562,562,562,562,562,562,562,562
Armenia,ARM,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,24093.1401510626,25712.3843015186,25119.6655449838,25813.5714408438,26129.8390617693,27458.2201537506,27441.5502144601,28440.0416881491,30082.1584226798,30645.8906024548,22759.8071750722,26749.3296093118,30975.9989121779
Aruba,ABW,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Population, total",SP.POP.TOTL,101838,102591,104110,105675,106807,107906,108727,108735,108908,109203,108587,107700,107310
Aruba,ABW,Population growth (annual %),SP.POP.GROW,0.230041095930877,0.736689418341162,1.46978228958006,1.49203139661921,1.06551209965487,1.02370103122312,0.75796755862231,0.007357607309414,0.158975971141518,0.270504632854835,-0.565684046703506,-0.82021108315363,-0.362774222330685
Aruba,ABW,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,52313.8939041213,62799.3895017032,68301.4402512587,68476.6788496118,62817.2061751737,56970.3613028094,50084.4440606385,54117.547718609,57410.1737346009,55194.7585097428,51983.4523666382,60758.9044397144,65169.5191118657
Australia,AUS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.3,..,..,..,0.5,..,0.5,..,0.5,..,1,..,..
Australia,AUS,"Population, total",SP.POP.TOTL,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24592588,24963258,25334826,25649248,25685412,26018721
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.55570626204128,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.28931130985537
Australia,AUS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,534,534,534,534,534,534,534,534,534,534,534,534,534
Australia,AUS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,46611.1393420232,51116.8953522042,48250.4059142637,50305.3545774973,51314.9722616322,43915.228020857,45061.4993920192,47163.7425775142,51194.0749841299,49885.9947355204,48716.4098900349,53648.6437976214,52336.7725223758
Austria,AUT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.5,0.5,0.7,0.3,0.2,0.7,0.7,0.3,0.6,0.6,0.7,0.5,0.6
Austria,AUT,"Population, total",SP.POP.TOTL,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8840521,8879920,8916864,8955797,9041851
Austria,AUT,Population growth (annual %),SP.POP.GROW,0.240394299500766,0.337080841831645,0.45593747231891,0.589387254692989,0.781541632525841,1.12099250236958,1.08139629872802,0.694621103604983,0.487071924768999,0.444673639004876,0.415176731565556,0.435671684056384,0.956287797076634
Austria,AUT,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110
Austria,AUT,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,5843.5337683582,7189.81869211976,7495.86527658099,7875.34536661549,7890.84028062087,5500.50364628486,3880.6852276838,4147.1981423222,4739.7943123408,4805.75371765917,4229.91064904503,5408.04535175023,7770.594223351
Azerbaijan,AZE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9939771,10024283,10093121,10137750,10141756
Azerbaijan,AZE,Population growth (annual %),SP.POP.GROW,1.18978770786007,1.30300085487651,1.32876382733755,1.29344702700591,1.24820899735588,1.19120985807018,1.11785721013911,0.98126180450475,0.866316916370841,0.846646726414021,0.684365325388407,0.441197735816311,0.039507866238038
Azerbaijan,AZE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,447,447,447,447,447,447,447,447,447,447,447,447,447
Azerbaijan,AZE,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,27473.100430502,27090.8376801379,28552.0242683151,27642.7419759179,29137.2175632622,30719.405417469,30616.5363157284,31875.4881749619,32642.3353203452,33640.3369861278,26178.7537607708,30367.8605757708,34957.1613279737
"Bahamas, The",BHS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,367478,371729,375469,378953,382298,385346,388055,390485,392717,394675,395863,396373,397538
"Bahamas, The",BHS,Population growth (annual %),SP.POP.GROW,1.27841716584672,1.15016412529445,1.00108170366546,0.923627563339724,0.878822235669929,0.794122280116855,0.700545015838571,0.624247409539043,0.569969444023085,0.497339072752345,0.300555038290333,0.128749531818761,0.293483989063331
"Bahamas, The",BHS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292
"Bahamas, The",BHS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,21819.3291098099,25032.7867743333,26438.6733230428,26989.7601148469,26451.7965647453,23734.0551143019,23800.001440631,24784.7693514607,26324.4066549559,27259.7438599327,24342.8444554718,27147.8083882286,30470.5219276023
Bahrain,BHR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Population, total",SP.POP.TOTL,1228543,1195020,1208964,1253191,1314562,1370322,1423726,1501116,1503091,1483756,1472204,1504365,1524693
Bahrain,BHR,Population growth (annual %),SP.POP.GROW,4.16585991920366,-2.76659927564461,1.1600872869288,3.59293039406627,4.78104318433597,4.15422184212278,3.82316300255316,5.29314527321994,0.131482303617889,-1.29469437720599,-0.781611308056263,2.16102845934147,1.34221960637543
Bahrain,BHR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,83,83,83,83,83,83,83,83,83,83,83,83,83
Bahrain,BHR,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,757.385280361508,837.336944695647,859.680536375497,958.262989798283,1094.46199702838,1224.38647668165,1649.28380858601,1811.08221668646,1965.24372731467,2129.79896954606,2248.85078828233,2482.84917843357,2716.48592780431
Bangladesh,BGD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,25.1,..,..,..,..,..,19.5,..,..,..,..,..,5.9
Bangladesh,BGD,"Population, total",SP.POP.TOTL,152201981,153591076,155070101,156532141,157964929,159383179,160811932,162186147,163523103,164913055,166298024,167658854,169384897
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,0.876530534249878,0.908525895582217,0.958355912717609,0.938408350120779,0.911167733810249,0.89381937776758,0.892432416039535,0.850917315689336,0.820955197842845,0.84641125179804,0.836310836229073,0.814977993693211,1.02423384746683
Bangladesh,BGD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666
Bangladesh,BGD,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,20610.5150721363,20508.1498810382,20804.1150004694,20410.2065438568,20192.7084081797,20424.2087530019,20295.5672072046,20284.5762052461,21381.2426303209,21912.1501242857,19194.4919736739,21079.6145271791,24387.0387293761
Barbados,BRB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,1.7,..,..,..,..,..,..
Barbados,BRB,"Population, total",SP.POP.TOTL,275243,276139,276938,277665,278348,278990,279598,280171,280711,281207,281698,282147,282318
Barbados,BRB,Population growth (annual %),SP.POP.GROW,0.407743308362451,0.325001827653213,0.288929228963865,0.26216966601587,0.245677832545378,0.230380947989644,0.217691837314076,0.204727378663704,0.192553930005438,0.176538259610281,0.174452216457154,0.159263661079578,0.0605883465692588
Barbados,BRB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422
Barbados,BRB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6034.67885177216,6527.6593428786,6953.21591683101,7998.0802045456,8341.31809294883,5967.05595058777,5039.77560949445,5785.54491935194,6360.037502312,6837.77339645635,6542.85579976768,7489.71894713888,7994.64806074889
Belarus,BLR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.2,0.1,0.1,0,0,0,0,0,0,0,0,..,..
Belarus,BLR,"Population, total",SP.POP.TOTL,9483836,9461643,9446836,9443211,9448515,9461076,9469379,9458989,9438785,9419758,9379952,9302585,9228071
Belarus,BLR,Population growth (annual %),SP.POP.GROW,-0.218522755959381,-0.234282914157686,-0.156617600248906,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,-0.42347525027949,-0.82823272086807,-0.804228426880244
Belarus,BLR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,618,618,618,618,618,618,618,618,618,618,618,618,618
Belarus,BLR,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,44197.393671162,47760.8298776546,44874.1709182123,46964.5946777056,47995.7786961339,40893.804537772,41854.5498296444,44035.3239358548,47487.2100392561,46716.6227467964,45906.2875805246,51658.238294958,50605.7496677086
Belgium,BEL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,0
Belgium,BEL,"Population, total",SP.POP.TOTL,10895586,11038264,11106932,11159407,11209057,11274196,11331422,11375158,11427054,11488980,11538604,11586195,11680210
Belgium,BEL,Population growth (annual %),SP.POP.GROW,0.913639391631709,1.3010029017038,0.620163579337378,0.471340143966627,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,0.430996815099722,0.411601996532257,0.808165350001861
Belgium,BEL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,847,847,847,847,847,847,847,847,847,847,847,847,847
Belgium,BEL,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,5461.40735999001,5596.05222152289,5732.66519942347,5957.34953619006,6128.12053089077,6154.62264230369,6140.86713919469,6071.85451846453,6011.99036888587,6171.61449761423,5238.54078175696,6142.98930557031,7068.21728043145
Belize,BLZ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,1,..,..,..,..
Belize,BLZ,"Population, total",SP.POP.TOTL,320245,327298,334414,341627,348923,356333,364705,373202,380226,385829,390812,395346,402733
Belize,BLZ,Population growth (annual %),SP.POP.GROW,2.41171251993503,2.17847430341063,2.15086754763262,2.13397522406827,2.11317688838933,2.10144194153298,2.32231207163985,2.30310203964335,1.86459847610366,1.46284533510266,1.28323598131052,1.1534704907648,1.85124805102003
Belize,BLZ,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705
Belize,BLZ,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,973.244254931526,1059.41358852588,1071.5258366283,1168.92699279226,1204.39918670094,1002.41886879614,1010.5338961993,1054.97408066814,1151.7409703472,1130.82135339795,1200.19426557789,1318.65158075198,1266.42711031904
Benin,BEN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,68.4,..,..,..,65.8,..,..,37.2,..,..,27.2,..
Benin,BEN,"Population, total",SP.POP.TOTL,9797484,10093623,10397657,10708834,11030004,11360681,11697842,12039780,12383347,12726755,13070169,13413417,13759501
Benin,BEN,Population growth (annual %),SP.POP.GROW,2.98424162798508,2.97782202797765,2.96766540040992,2.94885160135819,2.9550187594558,2.95391627666724,2.92460216679542,2.88117869411855,2.8136418840483,2.73538842831436,2.66259875153288,2.59230167510348,2.54740926342667
Benin,BEN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039
Benin,BEN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,104111.824244802,99049.0169927667,100213.493385287,101704.40746217,100961.576602811,104855.366822135,108747.356144305,112339.425587467,113204.82210838,115798.040775578,106976.546239632,112765.08167306,121613.939983629
Bermuda,BMU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Population, total",SP.POP.TOTL,63725,63733,63646,63574,63529,63464,63449,63578,63831,64107,64382,64648,64749
Bermuda,BMU,Population growth (annual %),SP.POP.GROW,0.251394586009326,0.0125531547811924,-0.136600245767712,-0.113189762124124,-0.0708087171509757,-0.102367855986115,-0.0236382404794606,0.203106496014494,0.397146720463835,0.431459657274573,0.428052860400885,0.412307799470137,0.156108751379667
Bermuda,BMU,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2435.5798056672,2787.97967608562,2751.2128864294,2679.95217201538,2849.49998647303,2954.04081911097,3152.30905106786,3435.28804735662,3400.20417245342,3576.87987100503,3191.66906999331,3570.61257980872,3711.32767981591
Bhutan,BTN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,3.6,..,..,..,..,2.6,..,..,..,..,0
Bhutan,BTN,"Population, total",SP.POP.TOTL,701632,709377,717279,725273,733139,740618,747866,754335,759759,764824,770006,775442,780914
Bhutan,BTN,Population growth (annual %),SP.POP.GROW,1.0954380761045,1.0978069996978,1.10777662014052,1.10832494505463,1.07871798585886,1.01496572424441,0.973884473914115,0.86127488782821,0.716471130925301,0.66444642692507,0.675256502719854,0.703488233671584,0.703183917780367
Bhutan,BTN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
Bhutan,BTN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,1929.78373077158,2315.52121930607,2575.59857098084,2870.02377000756,3041.43503162408,2996.01289811344,3035.87347732132,4048.40119739839,4206.8552936661,4203.15492855788,3580.96761778303,4010.76053686204,4219.46113742445
Bolivia,BOL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,6.9,7.9,6.8,5.6,6.2,7.2,6.4,4.7,3.1,4.2,3.1,3.3
Bolivia,BOL,"Population, total",SP.POP.TOTL,10182345,10348929,10515807,10682608,10848888,11014705,11180020,11344587,11508368,11671386,11816299,11937360,12077154
